id_declaracion,id_importador,tipo_importador,departamento,ciudad,subpartida_arancelaria,descripcion_producto,pais_origen,anio_declaracion,valor_fob,fletes,seguros,valor_cif,arancel,iva,valor_total_pagar,estado_declaracion,fecha_declaracion
IMP-2026-00019,IM-573417,Persona natural,Santander,Floridablanca,3004.90.00,Medicamentos para uso humano,Brasil,2025,17206000.0,-1235000.0,247000.0,18688000.0,927600.0,3727000.0,23342600.0,En revisión,2025-08-17
IMP-2026-00041,IM-309267,Persona jurídica,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,Corea del Sur,2024,14790000.0,332000.0,205000.0,15327000.0,1557800.0,3208100.0,20092900.0,Con corrección,2024-08-08
IMP-2026-00268,IM-429761,Persona natural,Santander,Floridablanca,8517.12.00,Teléfonos móviles,Brasil,2024,239618000.0,5887000.0,4258000.0,249763000.0,18550400.0,50979500.0,319292900.0,En revisión,2024-03-28
IMP-2026-00330,IM-190400,Persona jurídica,Santander,Floridablanca,9403.60.00,Muebles de madera,Estados Unidos,2024,11040000.0,386000.0,157000.0,11583000.0,1228000.0,2434100.0,15245100.0,Extemporánea,2024-01-08
IMP-2026-00456,IM-725874,Persona natural,Cundinamarca,Mosquera,6109.10.00,Camisetas de punto de algodón,Alemania,2024,296066000.0,20221000.0,2679000.0,318966000.0,39474400.0,68103700.0,426544100.0,Extemporánea,2024-03-11
IMP-2026-00042,IM-392136,Persona natural,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,Alemania,2024,22605000.0,475000.0,287000.0,23367000.0,793900.0,4590600.0,28751500.0,Con corrección,2024-07-11
IMP-2026-00363,IM-743966,Persona natural,Atlántico,Barranquilla,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2025,21826000.0,1179000.0,193000.0,23198000.0,3350700.0,5044300.0,31593000.0,Con corrección,2025-01-11
IMP-2026-00291,IM-574425,Persona jurídica,Antioquia,Envigado,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2025,31289000.0,1026000.0,171000.0,32486000.0,3175500.0,6775700.0,42437200.0,Con corrección,2025-12-23
IMP-2026-00500,IM-891645,Persona natural,Atlántico,Soledad,8517.12.00,Teléfonos móviles,Japón,2025,163483000.0,9821000.0,2374000.0,175678000.0,4373200.0,34209700.0,214260900.0,Extemporánea,2025-11-13
IMP-2026-00295,IM-837945,Persona natural,Valle del Cauca,Yumbo,6109.10.00,Camisetas de punto de algodón,Estados Unidos,2024,48473000.0,3286000.0,592000.0,52351000.0,921200.0,10121700.0,63393900.0,En revisión,2024-05-25
IMP-2026-00033,IM-974244,Persona jurídica,Valle del Cauca,Cali,8703.23.00,Vehículos automóviles con motor de émbolo,China,2025,33893000.0,1733000.0,527000.0,36153000.0,1971900.0,7243700.0,45368600.0,Con corrección,2025-03-15
IMP-2026-00173,IM-350021,Persona jurídica,Valle del Cauca,Buenaventura,6109.10.00,Camisetas de punto de algodón,España,2025,5188000.0,248000.0,49000.0,5485000.0,615100.0,1159000.0,7259100.0,Presentada,2025-02-02
IMP-2026-00081,IM-177680,Persona natural,Antioquia,Envigado,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2024,62073000.0,3007000.0,401000.0,65481000.0,4828700.0,13358800.0,83668500.0,En revisión,2024-07-16
IMP-2026-00047,IM-301158,Persona jurídica,Antioquia,Envigado,9403.60.00,Muebles de madera,Japón,2025,51644000.0,2083000.0,529000.0,54256000.0,5908100.0,11431200.0,71595300.0,En revisión,2025-09-05
IMP-2026-00311,IM-391740,Persona jurídica,Valle del Cauca,,8471.30.00,Máquinas automáticas para procesamiento de datos,España,2025,317269000.0,16366000.0,5068000.0,338703000.0,4147200.0,65141500.0,407991700.0,Extemporánea,2025-09-24
IMP-2026-00094,IM-668950,Persona jurídica,Antioquia,Medellín,3004.90.00,Medicamentos para uso humano,Japón,2024,73322000.0,4882000.0,741000.0,78945000.0,11021800.0,17093700.0,107060500.0,Presentada,2024-11-28
IMP-2026-00471,IM-637450,Persona natural,Bogotá D.C.,Bogotá,6109.10.00,Camisetas de punto de algodón,México,2025,36029000.0,1286000.0,314000.0,37629000.0,5115200.0,8121400.0,50865600.0,En revisión,2025-11-28
IMP-2026-00082,IM-901577,Persona jurídica,Atlántico,Soledad,8471.30.00,Máquinas automáticas para procesamiento de datos,Brasil,2024,86412000.0,4183000.0,657000.0,91252000.0,5938500.0,18466200.0,115656700.0,Extemporánea,2024-02-18
IMP-2026-00306,IM-223088,Persona natural,Valle del Cauca,Buenaventura,,Vehículos automóviles con motor de émbolo,Brasil,2025,30066000.0,962000.0,226000.0,31254000.0,490200.0,6031400.0,37775600.0,Con corrección,2025-02-15
IMP-2026-00143,IM-721946,Persona jurídica,Antioquia, envigado ,8471.30.00,Máquinas automáticas para procesamiento de datos,Alemania,2025,35593000.0,2434000.0,577000.0,38604000.0,1068500.0,7537800.0,47210300.0,Presentada,2025-11-22
IMP-2026-00458,IM-795556,Persona jurídica,Atlántico,Soledad,8471.30.00,Máquinas automáticas para procesamiento de datos,Corea del Sur,2025,39691000.0,2479000.0,668000.0,42838000.0,3323800.0,8770700.0,54932500.0,Con corrección,2025-04-07
IMP-2026-00181,IM-938171,Persona jurídica,Antioquia,Medellín,9403.60.00,Muebles de madera,Japón,2025,30405000.0,2063000.0,220000.0,32688000.0,1124100.0,6424300.0,40236400.0,Extemporánea,2025-05-04
IMP-2026-00424,IM-215795,Persona jurídica,Antioquia,Medellín,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2024,20222000.0,507000.0,318000.0,21047000.0,227600.0,4042200.0,25316800.0,Presentada,2024-11-03
IMP-2026-00356,IM-501620,Persona natural,Cundinamarca, mosquera ,3004.90.00,Medicamentos para uso humano,Japón,2024,7684000.0,506000.0,132000.0,8322000.0,896400.0,1751500.0,10969900.0,En revisión,2024-02-09
IMP-2026-00140,IM-575682,Persona jurídica,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2024,18022000.0,859000.0,146000.0,19027000.0,1039600.0,3812700.0,23879300.0,Con corrección,2024-07-14
IMP-2026-00107,IM-205389,Persona jurídica,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,México,2024,19415000.0,1294000.0,260000.0,20969000.0,1334300.0,4237600.0,26540900.0,Con corrección,2024-11-23
IMP-2026-00239,IM-147489,PERSONA JURÍDICA,Cundinamarca,Chía,8471.30.00,Máquinas automáticas para procesamiento de datos,Corea del Sur,2024,61198000.0,1887000.0,827000.0,63912000.0,8776600.0,13810800.0,86499400.0,Presentada,2024-10-03
IMP-2026-00292,IM-214675,Persona natural,Valle del Cauca,Yumbo,8471.30.00,Máquinas automáticas para procesamiento de datos,Brasil,2024,56630000.0,2385000.0,1017000.0,60032000.0,4261200.0,12215700.0,76508900.0,En revisión,2024-06-21
IMP-2026-00247,IM-646571,Persona natural,Atlántico,Soledad,6109.10.00,Camisetas de punto de algodón,Japón,2025,43240000.0,3301000.0,734000.0,47275000.0,7076600.0,10326800.0,64678400.0,Con corrección,2025-03-22
IMP-2026-00402,IM-845635,Persona jurídica,Antioquia,Itagüí,8703.23.00,Vehículos automóviles con motor de émbolo,Brasil,2025,33033000.0,1750000.0,644000.0,35427000.0,2298300.0,7167800.0,44893100.0,En revisión,2025-05-21
IMP-2026-00321,IM-857524,Persona natural,Atlántico,Barranquilla,8517.12.00,Teléfonos móviles,México,2024,76463000.0,5715000.0,624000.0,82802000.0,7737400.0,17202500.0,107741900.0,Extemporánea,2024-08-12
IMP-2026-00096,IM-227324,Persona natural,Atlántico,Barranquilla,8703.23.00,Vehículos automóviles con motor de émbolo,Brasil,2025,119494000.0,8861000.0,1503000.0,129858000.0,16098300.0,27731700.0,173688000.0,En revisión,2025-12-16
IMP-2026-00123,IM-347582,Persona jurídica,Valle del Cauca,Yumbo,8703.23.00,Vehículos automóviles con motor de émbolo,Estados Unidos,2024,7180000.0,561000.0,127000.0,7868000.0,989400.0,1682900.0,10540300.0,Con corrección,2024-08-15
IMP-2026-00261,IM-747847,Persona jurídica,Valle del Cauca,Cali,8517.12.00,Teléfonos móviles,España,2025,164843000.0,10181000.0,1205000.0,176229000.0,21566000.0,37581000.0,235376000.0,Presentada,2025-06-02
IMP-2026-00024,IM-662336,Persona jurídica,Santander,Floridablanca,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2024,190401000.0,5041000.0,1042000.0,196484000.0,18756700.0,40895700.0,256136400.0,Extemporánea,2024-04-07
IMP-2026-00014,IM-216970,PERSONA JURÍDICA,Santander,Bucaramanga,9403.60.00,Muebles de madera,Japón,2025,47269000.0,1868000.0,512000.0,49649000.0,2020800.0,9817300.0,61487100.0,En revisión,2025-11-11
IMP-2026-00062,IM-442722,Persona jurídica,Valle del Cauca,Buenaventura,3004.90.00,Medicamentos para uso humano,Japón,2025,8755000.0,468000.0,167000.0,9390000.0,980400.0,1970400.0,12340800.0,Con corrección,2025-04-15
IMP-2026-00308,IM-380329,Persona natural,Atlántico,Barranquilla,8703.23.00,Vehículos automóviles con motor de émbolo,México,2025,100396000.0,5269000.0,1570000.0,107235000.0,14009800.0,23036500.0,144281300.0,Extemporánea,2025-05-19
IMP-2026-00040,IM-448321,Persona jurídica,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,Brasil,2024,16040000.0,836000.0,102000.0,16978000.0,2127300.0,3630000.0,22735300.0,Con corrección,2024-03-24
IMP-2026-00367,IM-864234,Persona natural,Cundinamarca,Chía,9403.60.00,Muebles de madera,Japón,2025,9795000.0,689000.0,181000.0,10665000.0,565400.0,2133800.0,13364200.0,Presentada,2025-03-06
IMP-2026-00273,IM-846247,Persona natural,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,Japón,2025,158642000.0,4683000.0,2889000.0,166214000.0,21736900.0,35710700.0,223661600.0,Con corrección,2025-03-13
IMP-2026-00209,IM-402620,Persona natural,Cundinamarca,Soacha,8517.12.00,Teléfonos móviles,Japón,2024,31317000.0,1983000.0,559000.0,33859000.0,4216600.0,7234400.0,45310000.0,Extemporánea,2024-06-18
IMP-2026-00237,IM-315379,Persona jurídica,Bogotá D.C.,Bogotá,8517.12.00,Teléfonos móviles,Estados Unidos,2025,91690000.0,3207000.0,1132000.0,96029000.0,3186400.0,18850900.0,118066300.0,Extemporánea,2025-02-22
IMP-2026-00099,IM-728492,Persona natural,Bogotá D.C.,Bogotá,8517.12.00,Teléfonos móviles,Estados Unidos,2024,43881000.0,2541000.0,515000.0,46937000.0,2064400.0,9310300.0,58311700.0,Con corrección,2024-07-07
IMP-2026-00366,IM-282664,Persona jurídica,Bogotá D.C.,Bogotá,9403.60.00,Muebles de madera,Brasil,2025,25922000.0,1894000.0,218000.0,28034000.0,891700.0,5495900.0,34421600.0,En revisión,2025-11-11
IMP-2026-00250,IM-841948,Persona natural,Bogotá D.C.,Bogotá,6109.10.00,Camisetas de punto de algodón,España,2024,27706000.0,1249000.0,314000.0,29269000.0,3238200.0,6176400.0,38683600.0,Presentada,2024-05-28
IMP-2026-00487,IM-295984,Persona natural,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,Corea del Sur,2025,20874000.0,624000.0,208000.0,21706000.0,2463900.0,4592300.0,28762200.0,Presentada,2025-04-05
IMP-2026-00383,IM-626491,Persona natural,Cundinamarca, chía ,,Máquinas automáticas para procesamiento de datos,Estados Unidos,2025,19678000.0,1057000.0,381000.0,21116000.0,555300.0,4117500.0,25788800.0,Extemporánea,2025-12-02
IMP-2026-00296,IM-803281,Persona jurídica,Antioquia,Envigado,6109.10.00,Camisetas de punto de algodón,COREA DEL SUR,2025,80923000.0,2226000.0,1237000.0,84386000.0,5446800.0,17068200.0,106901000.0,Extemporánea,2025-02-09
IMP-2026-00409,IM-533174,Persona natural,Atlántico,Barranquilla,9403.60.00,Muebles de madera,México,2025,102929000.0,5313000.0,1172000.0,109414000.0,2145200.0,21196200.0,132755400.0,En revisión,2025-09-10
IMP-2026-00380,IM-561101,Persona jurídica,Cundinamarca,Chía,6109.10.00,Camisetas de punto de algodón,Alemania,2025,18440000.0,966000.0,336000.0,19742000.0,1927400.0,4117200.0,25786600.0,En revisión,2025-01-09
IMP-2026-00128,IM-232915,Persona jurídica,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2024,66615000.0,2764000.0,447000.0,69826000.0,7034000.0,14603400.0,91463400.0,Presentada,2024-05-02
IMP-2026-00083,IM-751194,Persona natural,Cundinamarca,Chía,8703.23.00,Vehículos automóviles con motor de émbolo,Estados Unidos,2025,203751000.0,11839000.0,1157000.0,216747000.0,12179400.0,43496000.0,272422400.0,En revisión,2025-05-19
IMP-2026-00465,IM-702891,Persona natural,Valle del Cauca,Cali,6109.10.00,Camisetas de punto de algodón,Alemania,2025,45850000.0,1739000.0,876000.0,48465000.0,1885000.0,9566500.0,59916500.0,Extemporánea,2025-09-03
IMP-2026-00208,IM-900961,Persona jurídica,Valle del Cauca,Buenaventura,6109.10.00,Camisetas de punto de algodón,COREA DEL SUR,2025,12877000.0,395000.0,190000.0,13462000.0,481000.0,2649200.0,16592200.0,Presentada,2025-12-12
IMP-2026-00028,IM-159942,Persona natural,Antioquia,Medellín,8471.30.00,Máquinas automáticas para procesamiento de datos,España,2024,24113000.0,1743000.0,411000.0,26267000.0,735100.0,5130400.0,32132500.0,En revisión,2024-12-11
IMP-2026-00090,IM-382602,Persona natural,Valle del Cauca,Cali,9403.60.00,Muebles de madera,México,2024,21366000.0,457000.0,368000.0,22191000.0,938200.0,4394500.0,27523700.0,Extemporánea,2024-11-27
IMP-2026-00395,IM-353690,Persona jurídica,Cundinamarca,Mosquera,3004.90.00,Medicamentos para uso humano,España,2024,43221000.0,1851000.0,785000.0,45857000.0,5971000.0,9847300.0,61675300.0,Extemporánea,2024-11-01
IMP-2026-00074,IM-614663,Persona jurídica,Atlántico,Barranquilla,9403.60.00,Muebles de madera,China,2025,20757000.0,1630000.0,,22652000.0,1097300.0,4512400.0,28261700.0,Presentada,2025-11-23
IMP-2026-00188,IM-655178,Persona jurídica,Antioquia,Envigado,3004.90.00,Medicamentos para uso humano,Japón,2024,82291000.0,2399000.0,1123000.0,85813000.0,7809600.0,17788300.0,111410900.0,Con corrección,2024-10-05
IMP-2026-00172,IM-368355,Persona natural,Santander,Floridablanca,3004.90.00,Medicamentos para uso humano,México,2024,26141000.0,1899000.0,285000.0,28325000.0,3469500.0,6041000.0,37835500.0,Extemporánea,2024-02-01
IMP-2026-00162,IM-903373,Persona jurídica,Valle del Cauca,Buenaventura,8703.23.00,Vehículos automóviles con motor de émbolo,Brasil,2024,6551000.0,371000.0,61000.0,6983000.0,608800.0,1442400.0,9034200.0,En revisión,2024-04-11
IMP-2026-00070,IM-965845,Persona jurídica,Santander,Floridablanca,8517.12.00,Teléfonos móviles,Corea del Sur,2025,31427000.0,1652000.0,292000.0,33371000.0,2957500.0,6902400.0,43230900.0,En revisión,2025-08-14
IMP-2026-00222,IM-463188,Persona jurídica,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,Alemania,2025,14971000.0,1045000.0,121000.0,16137000.0,26600.0,3071100.0,19234700.0,Extemporánea,2025-12-03
IMP-2026-00092,IM-999398,Persona natural,Antioquia,Envigado,8703.23.00,Vehículos automóviles con motor de émbolo,Corea del Sur,2025,19917000.0,1359000.0,184000.0,21460000.0,571200.0,4185900.0,26217100.0,Extemporánea,2025-11-04
IMP-2026-00413,IM-866151,Persona jurídica,Cundinamarca,Chía,8471.30.00,Máquinas automáticas para procesamiento de datos,China,2024,23063000.0,1202000.0,190000.0,24455000.0,44500.0,4654900.0,29154400.0,Con corrección,2024-09-07
IMP-2026-00198,IM-197966,Persona natural,Santander,Floridablanca,6109.10.00,Camisetas de punto de algodón,México,2025,122861000.0,9542000.0,,133291000.0,8289800.0,26900400.0,168481200.0,En revisión,2025-10-18
IMP-2026-00398,IM-597126,Persona natural,Antioquia,Itagüí,3004.90.00,Medicamentos para uso humano,México,2024,18704000.0,1469000.0,273000.0,20446000.0,2522500.0,4364000.0,27332500.0,Presentada,2024-11-01
IMP-2026-00126,IM-724932,Persona natural,Atlántico,Barranquilla,6109.10.00,Camisetas de punto de algodón,Alemania,2025,41740000.0,1454000.0,491000.0,43685000.0,846300.0,8460900.0,52992200.0,En revisión,2025-03-26
IMP-2026-00248,IM-547952,Persona jurídica,Antioquia,Medellín,8517.12.00,Teléfonos móviles,China,2024,115581000.0,4744000.0,1908000.0,122233000.0,7369400.0,24624500.0,154226900.0,Con corrección,2024-11-22
IMP-2026-00274,IM-477400,Persona jurídica,Antioquia,Medellín,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2024,76188000.0,1657000.0,1325000.0,79170000.0,1530400.0,15333100.0,96033500.0,En revisión,2024-05-15
IMP-2026-00060,IM-801364,Persona jurídica,Antioquia, envigado ,3004.90.00,Medicamentos para uso humano,México,2024,81328000.0,6344000.0,1582000.0,89254000.0,11420200.0,19128100.0,119802300.0,Extemporánea,2024-07-11
IMP-2026-00121,IM-242254,Persona jurídica,Antioquia,Envigado,8471.30.00,Máquinas automáticas para procesamiento de datos,España,2024,10636000.0,808000.0,191000.0,11635000.0,78900.0,2225600.0,13939500.0,Con corrección,2024-04-18
IMP-2026-00013,IM-724834,Persona jurídica,Santander,Floridablanca,8517.12.00,Teléfonos móviles,Alemania,2024,83342000.0,2109000.0,662000.0,86113000.0,584200.0,16472500.0,103169700.0,Presentada,2024-07-13
IMP-2026-00393,IM-992647,Persona natural,Antioquia,Itagüí,8517.12.00,Teléfonos móviles,México,2025,58737000.0,4415000.0,732000.0,63884000.0,9507500.0,13944400.0,87335900.0,En revisión,2025-03-25
IMP-2026-00271,IM-764926,Persona jurídica,Bogotá D.C.,Bogotá,8703.23.00,Vehículos automóviles con motor de émbolo,España,2025,71891000.0,5107000.0,1295000.0,78293000.0,8319000.0,16456300.0,103068300.0,Extemporánea,2025-06-01
IMP-2026-00377,IM-794178,Persona jurídica,Antioquia,Medellín,3004.90.00,Medicamentos para uso humano,Brasil,2024,27258000.0,685000.0,502000.0,28445000.0,818600.0,5560100.0,34823700.0,Presentada,2024-05-27
IMP-2026-00250,IM-841948,Persona natural,Bogotá D.C.,Bogotá,6109.10.00,Camisetas de punto de algodón,España,2024,27706000.0,1249000.0,314000.0,29269000.0,3238200.0,6176400.0,38683600.0,Presentada,2024-05-28
IMP-2026-00495,IM-552457,Persona jurídica,Cundinamarca,Mosquera,6109.10.00,Camisetas de punto de algodón,Corea del Sur,2024,42621000.0,1256000.0,658000.0,44535000.0,5299200.0,9468500.0,59302700.0,Presentada,2024-11-21
IMP-2026-00158,IM-154909,Persona jurídica,Antioquia,Envigado,3004.90.00,Medicamentos para uso humano,Estados Unidos,2025,37873000.0,2724000.0,654000.0,41251000.0,1595800.0,8140900.0,50987700.0,Con corrección,2025-11-20
IMP-2026-00342,IM-655550,Persona natural,Santander,Floridablanca,9403.60.00,Muebles de madera,Japón,2025,49498000.0,3019000.0,617000.0,53134000.0,4924300.0,11031100.0,69089400.0,Extemporánea,2025-02-07
IMP-2026-00187,IM-694799,Persona natural,Valle del Cauca,Cali,9403.60.00,Muebles de madera,México,2025,44429000.0,2746000.0,837000.0,48012000.0,5093400.0,10090000.0,63195400.0,Extemporánea,2025-06-13
IMP-2026-00374,IM-552275,Persona natural,Antioquia, itagüí ,8517.12.00,Teléfonos móviles,Japón,2025,10122000.0,285000.0,156000.0,10563000.0,640600.0,2128700.0,13332300.0,En revisión,2025-12-01
IMP-2026-00485,IM-976052,Persona natural,Cundinamarca,Mosquera,3004.90.00,Medicamentos para uso humano,Alemania,2025,3749000.0,221000.0,49000.0,4019000.0,37500.0,770700.0,4827200.0,Extemporánea,2025-10-21
IMP-2026-00481,IM-273899,Persona natural,Atlántico,Barranquilla,9403.60.00,Muebles de madera,España,2024,48670000.0,2502000.0,327000.0,51499000.0,6644500.0,11047300.0,69190800.0,En revisión,2024-10-22
IMP-2026-00214,IM-422623,Persona natural,Valle del Cauca,Buenaventura,8703.23.00,Vehículos automóviles con motor de émbolo,España,2024,33102000.0,1416000.0,459000.0,34977000.0,1406400.0,6912800.0,43296200.0,Con corrección,2024-07-19
IMP-2026-00454,IM-870786,Persona natural,Antioquia,Envigado,6109.10.00,Camisetas de punto de algodón,Japón,2024,140762000.0,6877000.0,,149699000.0,1456300.0,28719500.0,179874800.0,Presentada,2024-03-06
IMP-2026-00348,IM-946826,Persona jurídica,Antioquia,Envigado,8703.23.00,Vehículos automóviles con motor de émbolo,China,2024,60728000.0,2687000.0,602000.0,64017000.0,6410600.0,13381200.0,83808800.0,En revisión,2024-02-06
IMP-2026-00463,IM-976258,Persona natural,SANTANDER,Bucaramanga,6109.10.00,Camisetas de punto de algodón,Brasil,2024,262192000.0,8146000.0,2736000.0,273074000.0,13702000.0,54487400.0,341263400.0,Extemporánea,2024-11-14
IMP-2026-00089,IM-553014,Persona jurídica,Atlántico,Soledad,3004.90.00,Medicamentos para uso humano,Alemania,2024,52746000.0,1280000.0,516000.0,54542000.0,6912200.0,11676300.0,73130500.0,Presentada,2024-10-02
IMP-2026-00324,IM-409898,Persona natural,Santander,Floridablanca,6109.10.00,Camisetas de punto de algodón,Brasil,2024,51685000.0,1595000.0,921000.0,54201000.0,4002300.0,11058600.0,69261900.0,Extemporánea,2024-12-13
IMP-2026-00132,IM-835869,Persona natural,Cundinamarca,Mosquera,8517.12.00,Teléfonos móviles,Brasil,2025,156510000.0,3267000.0,1606000.0,161383000.0,14280400.0,33376000.0,209039400.0,Extemporánea,2025-02-26
IMP-2026-00125,IM-925206,Persona natural,Santander,Bucaramanga,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2025,40034000.0,2648000.0,768000.0,43450000.0,5537600.0,9307600.0,58295200.0,En revisión,2025-04-05
IMP-2026-00175,IM-536802,Persona natural,Cundinamarca,Soacha,8517.12.00,Teléfonos móviles,Estados Unidos,2025,91277000.0,6790000.0,1311000.0,99378000.0,1742600.0,19212900.0,120333500.0,Con corrección,2025-04-19
IMP-2026-00499,IM-546768,Persona jurídica,Santander,Floridablanca,3004.90.00,Medicamentos para uso humano,Alemania,2025,40801000.0,3184000.0,460000.0,44445000.0,6560800.0,9691100.0,60696900.0,Extemporánea,2025-02-05
IMP-2026-00192,IM-834233,Persona natural,Atlántico,Soledad,8703.23.00,Vehículos automóviles con motor de émbolo,Corea del Sur,2024,118947000.0,4771000.0,2027000.0,125745000.0,87400.0,23908200.0,149740600.0,En revisión,2024-12-23
IMP-2026-00015,IM-287330,Persona natural,Cundinamarca,Soacha,9403.60.00,Muebles de madera,Alemania,2025,25125000.0,926000.0,330000.0,26381000.0,557700.0,5118400.0,32057100.0,En revisión,2025-09-25
IMP-2026-00404,IM-137034,Persona natural,Antioquia,Envigado,3004.90.00,Medicamentos para uso humano,Corea del Sur,2025,5524000.0,182000.0,79000.0,5785000.0,564200.0,1206300.0,7555500.0,En revisión,2025-07-24
IMP-2026-00251,IM-367382,Persona natural,Atlántico,Soledad,3004.90.00,Medicamentos para uso humano,Corea del Sur,2024,26162000.0,1080000.0,244000.0,27486000.0,1221600.0,5454400.0,34162000.0,Presentada,2024-07-08
IMP-2026-00124,IM-228093,Persona jurídica,Atlántico,Soledad,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2025,154217000.0,7421000.0,1731000.0,163369000.0,6699900.0,32313100.0,202382000.0,En revisión,2025-05-07
IMP-2026-00139,IM-290217,Persona natural,Antioquia,Itagüí,8703.23.00,Vehículos automóviles con motor de émbolo,Japón,2025,23435000.0,718000.0,148000.0,24301000.0,439700.0,4700700.0,29441400.0,Presentada,2025-06-01
IMP-2026-00112,IM-348728,Persona jurídica,Cundinamarca,Chía,6109.10.00,Camisetas de punto de algodón,Corea del Sur,2025,59513000.0,4630000.0,308000.0,64451000.0,9376400.0,14027200.0,87854600.0,Con corrección,2025-08-04
IMP-2026-00052,IM-545798,Persona natural,Cundinamarca,Soacha,6109.10.00,Camisetas de punto de algodón,México,2024,63964000.0,2190000.0,632000.0,66786000.0,7478300.0,14110200.0,88374500.0,Extemporánea,2024-02-25
IMP-2026-00359,IM-904092,Persona natural,Valle del Cauca,Buenaventura,,Máquinas automáticas para procesamiento de datos,México,2025,7327000.0,272000.0,70000.0,7669000.0,923800.0,1632600.0,10225400.0,Presentada,2025-09-12
IMP-2026-00113,IM-693419,Persona natural,Santander,Floridablanca,8471.30.00,Máquinas automáticas para procesamiento de datos,España,2025,49828000.0,1217000.0,663000.0,51708000.0,7518100.0,11253000.0,70479100.0,Con corrección,2025-05-01
IMP-2026-00010,IM-852787,Persona jurídica,Antioquia,Envigado,8703.23.00,Vehículos automóviles con motor de émbolo,Brasil,2024,29749000.0,1479000.0,164000.0,31392000.0,4281800.0,6778000.0,42451800.0,Extemporánea,2024-04-19
IMP-2026-00020,IM-107540,Persona natural,Valle del Cauca,Buenaventura,8471.30.00,Máquinas automáticas para procesamiento de datos,China,2024,29232000.0,696000.0,283000.0,30211000.0,1473600.0,6020100.0,37704700.0,En revisión,2024-10-08
IMP-2026-00017,IM-189814,Persona jurídica,Antioquia,Medellín,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2024,20238000.0,411000.0,349000.0,20998000.0,2226400.0,4412600.0,27637000.0,En revisión,2024-10-03
IMP-2026-00278,IM-166340,Persona natural,Bogotá D.C.,Bogotá,8703.23.00,Vehículos automóviles con motor de émbolo,Japón,2025,41718000.0,2186000.0,697000.0,44601000.0,715700.0,8610200.0,53926900.0,Con corrección,2025-08-05
IMP-2026-00001,IM-246316,Persona natural,Santander,Bucaramanga,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2025,65445000.0,4183000.0,915000.0,70543000.0,1650900.0,13716800.0,85910700.0,Extemporánea,2025-04-08
IMP-2026-00423,IM-674765,Persona jurídica,Antioquia,Itagüí,3004.90.00,Medicamentos para uso humano,Brasil,2025,63084000.0,3200000.0,959000.0,67243000.0,420300.0,12856000.0,80519300.0,Extemporánea,2025-03-02
IMP-2026-00106,IM-747453,Persona natural,Santander,Floridablanca,8703.23.00,Vehículos automóviles con motor de émbolo,Brasil,2025,50226000.0,2121000.0,863000.0,53210000.0,7560500.0,11546400.0,72316900.0,Con corrección,2025-09-02
IMP-2026-00343,IM-342716,Persona jurídica,Valle del Cauca,Cali,9403.60.00,Muebles de madera,Corea del Sur,2025,48696000.0,1063000.0,923000.0,50682000.0,5242000.0,10625600.0,66549600.0,Extemporánea,2025-02-02
IMP-2026-00407,IM-447411,Persona jurídica,Bogotá D.C.,Bogotá,6109.10.00,Camisetas de punto de algodón,Alemania,2025,21565000.0,1327000.0,128000.0,23020000.0,1759000.0,4708000.0,29487000.0,Con corrección,2025-07-26
IMP-2026-00490,IM-370804,Persona natural,Santander,Bucaramanga,8517.12.00,Teléfonos móviles,Japón,2024,8342000.0,199000.0,100000.0,8641000.0,1178500.0,1865700.0,11685200.0,Presentada,2024-01-06
IMP-2026-00379,IM-670557,Persona jurídica,Cundinamarca,Chía,9403.60.00,Muebles de madera,México,2025,41206000.0,991000.0,701000.0,42898000.0,1503900.0,8436400.0,52838300.0,Con corrección,2025-02-21
IMP-2026-00231,IM-600646,Persona jurídica,Valle del Cauca,Buenaventura,9403.60.00,Muebles de madera,Brasil,2024,125683000.0,3318000.0,770000.0,129771000.0,14174700.0,27349700.0,171295400.0,Presentada,2024-03-05
